timestamp,admin_id,action,ip_address,status,hour_of_day,time_diff,actions_per_min,is_rare_ip,anomaly_score
2024-01-02 14:59:54,admin_1,view_player_profile,140.60.192.112,Success,14,104.0,0.5769230769230769,0,1
2024-01-02 15:00:34,admin_1,reset_password,140.60.192.112,Success,15,40.0,1.5,0,1
2024-01-02 15:01:22,admin_1,view_player_profile,140.60.192.112,Success,15,48.0,1.25,0,1
2024-01-02 15:02:54,admin_1,view_player_profile,140.60.192.112,Success,15,92.0,0.6521739130434783,0,1
2024-01-02 15:04:09,admin_1,view_player_profile,140.60.192.112,Success,15,75.0,0.8,0,1
2024-01-02 15:05:51,admin_1,view_player_profile,140.60.192.112,Success,15,102.0,0.5882352941176471,0,1
2024-01-02 15:07:32,admin_1,ban_player,140.60.192.112,Success,15,101.0,0.594059405940594,0,1
2024-01-02 15:08:13,admin_1,reset_password,140.60.192.112,Success,15,41.0,1.4634146341463414,0,1
2024-01-02 15:09:09,admin_1,view_player_profile,140.60.192.112,Success,15,56.0,1.0714285714285714,0,1
2024-01-02 15:09:52,admin_1,reset_password,140.60.192.112,Success,15,43.0,1.3953488372093024,0,1
2024-01-02 15:11:47,admin_1,view_player_profile,140.60.192.112,Success,15,115.0,0.5217391304347826,0,1
2024-01-02 15:13:09,admin_1,view_player_profile,140.60.192.112,Success,15,82.0,0.7317073170731707,0,1
2024-01-02 15:13:29,admin_1,view_player_profile,140.60.192.112,Success,15,20.0,3.0,0,1
2024-01-02 15:14:06,admin_1,view_player_profile,140.60.192.112,Success,15,37.0,1.6216216216216215,0,1
2024-01-02 15:15:21,admin_1,view_player_profile,140.60.192.112,Success,15,75.0,0.8,0,1
2024-01-02 15:16:59,admin_1,view_player_profile,140.60.192.112,Success,15,98.0,0.6122448979591837,0,1
2024-01-02 15:17:12,admin_1,view_player_profile,140.60.192.112,Success,15,13.0,4.615384615384615,0,1
2024-01-02 15:17:59,admin_1,view_player_profile,140.60.192.112,Success,15,47.0,1.2765957446808511,0,1
2024-01-02 15:19:37,admin_1,view_player_profile,140.60.192.112,Success,15,98.0,0.6122448979591837,0,1
2024-01-02 15:19:53,admin_1,ban_player,140.60.192.112,Success,15,16.0,3.75,0,1
2024-01-02 15:20:09,admin_1,view_player_profile,140.60.192.112,Success,15,16.0,3.75,0,1
2024-01-02 15:21:51,admin_1,view_player_profile,140.60.192.112,Success,15,102.0,0.5882352941176471,0,1
2024-01-02 15:23:10,admin_1,view_player_profile,140.60.192.112,Success,15,79.0,0.759493670886076,0,1
2024-01-02 15:25:00,admin_1,view_player_profile,140.60.192.112,Success,15,110.0,0.5454545454545454,0,1
2024-01-02 15:25:31,admin_1,view_player_profile,140.60.192.112,Success,15,31.0,1.935483870967742,0,1
2024-01-02 15:27:02,admin_1,view_player_profile,140.60.192.112,Success,15,91.0,0.6593406593406593,0,1
2024-01-02 15:27:20,admin_1,modify_currency,140.60.192.112,Success,15,18.0,3.333333333333333,0,1
2024-01-02 15:27:51,admin_1,view_player_profile,140.60.192.112,Success,15,31.0,1.935483870967742,0,1
2024-01-02 15:29:27,admin_1,logout,140.60.192.112,Success,15,96.0,0.625,0,1
2024-01-03 12:51:22,admin_1,login,140.60.192.112,Success,12,76915.0,0.0007800819086004,0,1
2024-01-03 12:52:17,admin_1,view_player_profile,140.60.192.112,Success,12,55.0,1.0909090909090908,0,1
2024-01-03 12:54:12,admin_1,view_player_profile,140.60.192.112,Success,12,115.0,0.5217391304347826,0,1
2024-01-03 12:54:43,admin_1,modify_currency,140.60.192.112,Success,12,31.0,1.935483870967742,0,1
2024-01-03 12:56:13,admin_1,modify_currency,140.60.192.112,Success,12,90.0,0.6666666666666666,0,1
2024-01-03 12:57:13,admin_1,reset_password,140.60.192.112,Success,12,60.0,1.0,0,1
2024-01-03 12:58:45,admin_1,view_player_profile,140.60.192.112,Success,12,92.0,0.6521739130434783,0,1
2024-01-03 12:59:17,admin_1,view_player_profile,140.60.192.112,Success,12,32.0,1.875,0,1
2024-01-03 12:59:55,admin_1,reset_password,140.60.192.112,Success,12,38.0,1.5789473684210529,0,1
2024-01-03 13:01:33,admin_1,view_player_profile,140.60.192.112,Success,13,98.0,0.6122448979591837,0,1
2024-01-03 13:03:11,admin_1,view_player_profile,140.60.192.112,Success,13,98.0,0.6122448979591837,0,1
2024-01-03 13:03:39,admin_1,view_player_profile,140.60.192.112,Success,13,28.0,2.142857142857143,0,1
2024-01-03 13:04:09,admin_1,ban_player,140.60.192.112,Success,13,30.0,2.0,0,1
2024-01-03 13:05:03,admin_1,view_player_profile,140.60.192.112,Success,13,54.0,1.1111111111111112,0,1
2024-01-03 13:06:44,admin_1,view_player_profile,140.60.192.112,Success,13,101.0,0.594059405940594,0,1
2024-01-03 13:08:21,admin_1,reset_password,140.60.192.112,Success,13,97.0,0.6185567010309279,0,1
2024-01-03 13:09:00,admin_1,reset_password,140.60.192.112,Success,13,39.0,1.5384615384615383,0,1
2024-01-03 13:10:32,admin_1,reset_password,140.60.192.112,Success,13,92.0,0.6521739130434783,0,1
2024-01-03 13:11:47,admin_1,view_player_profile,140.60.192.112,Success,13,75.0,0.8,0,1
2024-01-03 13:13:24,admin_1,view_player_profile,140.60.192.112,Success,13,97.0,0.6185567010309279,0,1
2024-01-03 13:14:15,admin_1,reset_password,140.60.192.112,Success,13,51.0,1.1764705882352942,0,1
2024-01-03 13:15:31,admin_1,view_player_profile,140.60.192.112,Success,13,76.0,0.7894736842105263,0,1
2024-01-03 13:16:01,admin_1,view_player_profile,140.60.192.112,Success,13,30.0,2.0,0,1
2024-01-03 13:16:17,admin_1,reset_password,140.60.192.112,Success,13,16.0,3.75,0,1
2024-01-03 13:17:46,admin_1,view_player_profile,140.60.192.112,Success,13,89.0,0.6741573033707865,0,1
2024-01-03 13:18:36,admin_1,view_player_profile,140.60.192.112,Success,13,50.0,1.2,0,1
2024-01-03 13:19:07,admin_1,view_player_profile,140.60.192.112,Success,13,31.0,1.935483870967742,0,1
2024-01-03 13:19:49,admin_1,view_player_profile,140.60.192.112,Success,13,42.0,1.4285714285714286,0,1
2024-01-03 13:20:43,admin_1,reset_password,140.60.192.112,Success,13,54.0,1.1111111111111112,0,1
2024-01-03 13:22:36,admin_1,view_player_profile,140.60.192.112,Success,13,113.0,0.5309734513274337,0,1
2024-01-03 13:23:34,admin_1,view_player_profile,140.60.192.112,Success,13,58.0,1.0344827586206895,0,1
2024-01-03 13:24:52,admin_1,view_player_profile,140.60.192.112,Success,13,78.0,0.7692307692307693,0,1
2024-01-03 13:26:43,admin_1,view_player_profile,140.60.192.112,Success,13,111.0,0.5405405405405406,0,1
2024-01-03 13:27:22,admin_1,reset_password,140.60.192.112,Success,13,39.0,1.5384615384615383,0,1
2024-01-03 13:28:02,admin_1,reset_password,140.60.192.112,Success,13,40.0,1.5,0,1
2024-01-03 13:29:45,admin_1,reset_password,140.60.192.112,Success,13,103.0,0.5825242718446602,0,1
2024-01-03 13:30:46,admin_1,view_player_profile,140.60.192.112,Success,13,61.0,0.9836065573770492,0,1
2024-01-03 13:32:23,admin_1,view_player_profile,140.60.192.112,Success,13,97.0,0.6185567010309279,0,1
2024-01-03 13:32:50,admin_1,ban_player,140.60.192.112,Success,13,27.0,2.2222222222222223,0,1
2024-01-03 13:33:21,admin_1,unban_player,140.60.192.112,Success,13,31.0,1.935483870967742,0,1
2024-01-03 13:33:46,admin_1,reset_password,140.60.192.112,Success,13,25.0,2.4,0,1
2024-01-03 13:34:06,admin_1,view_player_profile,140.60.192.112,Success,13,20.0,3.0,0,1
2024-01-03 13:35:59,admin_1,view_player_profile,140.60.192.112,Success,13,113.0,0.5309734513274337,0,1
2024-01-03 13:37:16,admin_1,logout,140.60.192.112,Success,13,77.0,0.7792207792207793,0,1
2024-01-04 11:46:22,admin_1,login,140.60.192.112,Success,11,79746.0,0.0007523888345496,0,1
2024-01-04 11:46:37,admin_1,reset_password,140.60.192.112,Success,11,15.0,4.0,0,1
2024-01-04 11:48:06,admin_1,view_player_profile,140.60.192.112,Success,11,89.0,0.6741573033707865,0,1
2024-01-04 11:48:38,admin_1,reset_password,140.60.192.112,Success,11,32.0,1.875,0,1
2024-01-04 11:49:07,admin_1,ban_player,140.60.192.112,Success,11,29.0,2.0689655172413794,0,1
2024-01-04 11:49:26,admin_1,reset_password,140.60.192.112,Success,11,19.0,3.1578947368421053,0,1
2024-01-04 11:51:15,admin_1,view_player_profile,140.60.192.112,Success,11,109.0,0.5504587155963303,0,1
2024-01-04 11:52:47,admin_1,view_player_profile,140.60.192.112,Success,11,92.0,0.6521739130434783,0,1
2024-01-04 11:52:58,admin_1,view_player_profile,140.60.192.112,Success,11,11.0,5.454545454545454,0,1
2024-01-04 11:53:54,admin_1,reset_password,140.60.192.112,Success,11,56.0,1.0714285714285714,0,1
2024-01-04 11:55:18,admin_1,reset_password,140.60.192.112,Success,11,84.0,0.7142857142857143,0,1
2024-01-04 11:57:03,admin_1,view_player_profile,140.60.192.112,Success,11,105.0,0.5714285714285714,0,1
2024-01-04 11:57:26,admin_1,view_player_profile,140.60.192.112,Success,11,23.0,2.608695652173913,0,1
2024-01-04 11:57:41,admin_1,reset_password,140.60.192.112,Success,11,15.0,4.0,0,1
2024-01-04 11:59:34,admin_1,unban_player,140.60.192.112,Success,11,113.0,0.5309734513274337,0,1
2024-01-04 12:01:26,admin_1,ban_player,140.60.192.112,Success,12,112.0,0.5357142857142857,0,1
2024-01-04 12:02:32,admin_1,reset_password,140.60.192.112,Success,12,66.0,0.9090909090909092,0,1
2024-01-04 12:04:03,admin_1,reset_password,140.60.192.112,Success,12,91.0,0.6593406593406593,0,1
2024-01-04 12:04:31,admin_1,reset_password,140.60.192.112,Success,12,28.0,2.142857142857143,0,1
2024-01-04 12:05:10,admin_1,reset_password,140.60.192.112,Success,12,39.0,1.5384615384615383,0,1
2024-01-04 12:06:00,admin_1,view_player_profile,140.60.192.112,Success,12,50.0,1.2,0,1
2024-01-04 12:07:45,admin_1,reset_password,140.60.192.112,Success,12,105.0,0.5714285714285714,0,1
2024-01-04 12:08:51,admin_1,ban_player,140.60.192.112,Success,12,66.0,0.9090909090909092,0,1
2024-01-04 12:09:15,admin_1,reset_password,140.60.192.112,Success,12,24.0,2.5,0,1
2024-01-04 12:10:30,admin_1,reset_password,140.60.192.112,Success,12,75.0,0.8,0,1
2024-01-04 12:11:05,admin_1,reset_password,140.60.192.112,Success,12,35.0,1.7142857142857142,0,1
2024-01-04 12:12:05,admin_1,view_player_profile,140.60.192.112,Success,12,60.0,1.0,0,1
2024-01-04 12:12:34,admin_1,unban_player,140.60.192.112,Success,12,29.0,2.0689655172413794,0,1
2024-01-04 12:12:51,admin_1,view_player_profile,140.60.192.112,Success,12,17.0,3.5294117647058822,0,1
2024-01-04 12:13:15,admin_1,view_player_profile,140.60.192.112,Success,12,24.0,2.5,0,1
2024-01-04 12:15:04,admin_1,view_player_profile,140.60.192.112,Success,12,109.0,0.5504587155963303,0,1
2024-01-04 12:15:37,admin_1,view_player_profile,140.60.192.112,Success,12,33.0,1.818181818181818,0,1
2024-01-04 12:16:40,admin_1,reset_password,140.60.192.112,Success,12,63.0,0.9523809523809524,0,1
2024-01-04 12:16:57,admin_1,view_player_profile,140.60.192.112,Success,12,17.0,3.5294117647058822,0,1
2024-01-04 12:17:46,admin_1,unban_player,140.60.192.112,Success,12,49.0,1.2244897959183674,0,1
2024-01-04 12:19:42,admin_1,view_player_profile,140.60.192.112,Success,12,116.0,0.5172413793103449,0,1
2024-01-04 12:20:57,admin_1,view_player_profile,140.60.192.112,Success,12,75.0,0.8,0,1
2024-01-04 12:22:25,admin_1,reset_password,140.60.192.112,Success,12,88.0,0.6818181818181818,0,1
2024-01-04 12:24:16,admin_1,view_player_profile,140.60.192.112,Success,12,111.0,0.5405405405405406,0,1
2024-01-04 12:25:38,admin_1,ban_player,140.60.192.112,Success,12,82.0,0.7317073170731707,0,1
2024-01-04 12:27:18,admin_1,view_player_profile,140.60.192.112,Success,12,100.0,0.6,0,1
2024-01-04 12:27:39,admin_1,view_player_profile,140.60.192.112,Success,12,21.0,2.857142857142857,0,1
2024-01-04 12:28:38,admin_1,view_player_profile,140.60.192.112,Success,12,59.0,1.0169491525423728,0,1
2024-01-04 12:30:23,admin_1,view_player_profile,140.60.192.112,Success,12,105.0,0.5714285714285714,0,1
2024-01-04 12:31:47,admin_1,modify_currency,140.60.192.112,Success,12,84.0,0.7142857142857143,0,1
2024-01-04 12:32:31,admin_1,view_player_profile,140.60.192.112,Success,12,44.0,1.3636363636363635,0,1
2024-01-04 12:33:20,admin_1,view_player_profile,140.60.192.112,Success,12,49.0,1.2244897959183674,0,1
2024-01-04 12:33:32,admin_1,reset_password,140.60.192.112,Success,12,12.0,5.0,0,1
2024-01-04 12:34:57,admin_1,reset_password,140.60.192.112,Success,12,85.0,0.7058823529411765,0,1
2024-01-04 12:35:48,admin_1,reset_password,140.60.192.112,Success,12,51.0,1.1764705882352942,0,1
2024-01-04 12:36:01,admin_1,view_player_profile,140.60.192.112,Success,12,13.0,4.615384615384615,0,1
2024-01-04 12:37:15,admin_1,reset_password,140.60.192.112,Success,12,74.0,0.8108108108108109,0,1
2024-01-04 12:37:29,admin_1,view_player_profile,140.60.192.112,Success,12,14.0,4.285714285714286,0,1
2024-01-04 12:39:00,admin_1,logout,140.60.192.112,Success,12,91.0,0.6593406593406593,0,1
2024-01-06 14:26:25,admin_1,login,93.148.119.45,Success,14,179245.0,0.0003347373706379,1,-1
2024-01-06 14:27:19,admin_1,view_player_profile,93.148.119.45,Success,14,54.0,1.1111111111111112,1,-1
2024-01-06 14:27:34,admin_1,reset_password,93.148.119.45,Success,14,15.0,4.0,1,-1
2024-01-06 14:28:52,admin_1,view_player_profile,93.148.119.45,Success,14,78.0,0.7692307692307693,1,1
2024-01-06 14:30:48,admin_1,view_player_profile,93.148.119.45,Success,14,116.0,0.5172413793103449,1,-1
2024-01-06 14:31:30,admin_1,view_player_profile,93.148.119.45,Success,14,42.0,1.4285714285714286,1,-1
2024-01-06 14:33:02,admin_1,view_player_profile,93.148.119.45,Success,14,92.0,0.6521739130434783,1,1
2024-01-06 14:35:00,admin_1,unban_player,93.148.119.45,Success,14,118.0,0.5084745762711864,1,-1
2024-01-06 14:35:18,admin_1,reset_password,93.148.119.45,Success,14,18.0,3.333333333333333,1,-1
2024-01-06 14:35:45,admin_1,view_player_profile,93.148.119.45,Success,14,27.0,2.2222222222222223,1,-1
2024-01-06 14:36:11,admin_1,view_player_profile,93.148.119.45,Success,14,26.0,2.3076923076923075,1,-1
2024-01-06 14:37:32,admin_1,view_player_profile,93.148.119.45,Success,14,81.0,0.7407407407407407,1,1
2024-01-06 14:39:02,admin_1,view_player_profile,93.148.119.45,Success,14,90.0,0.6666666666666666,1,1
2024-01-06 14:39:49,admin_1,reset_password,93.148.119.45,Success,14,47.0,1.2765957446808511,1,-1
2024-01-06 14:40:11,admin_1,view_player_profile,93.148.119.45,Success,14,22.0,2.727272727272727,1,-1
2024-01-06 14:40:43,admin_1,view_player_profile,93.148.119.45,Success,14,32.0,1.875,1,-1
2024-01-06 14:41:38,admin_1,view_player_profile,93.148.119.45,Success,14,55.0,1.0909090909090908,1,-1
2024-01-06 14:41:52,admin_1,reset_password,93.148.119.45,Success,14,14.0,4.285714285714286,1,-1
2024-01-06 14:43:18,admin_1,view_player_profile,93.148.119.45,Success,14,86.0,0.6976744186046512,1,1
2024-01-06 14:43:28,admin_1,reset_password,93.148.119.45,Success,14,10.0,6.0,1,-1
2024-01-06 14:45:23,admin_1,view_player_profile,93.148.119.45,Success,14,115.0,0.5217391304347826,1,-1
2024-01-06 14:46:38,admin_1,view_player_profile,93.148.119.45,Success,14,75.0,0.8,1,1
2024-01-06 14:47:04,admin_1,reset_password,93.148.119.45,Success,14,26.0,2.3076923076923075,1,-1
2024-01-06 14:47:52,admin_1,view_player_profile,93.148.119.45,Success,14,48.0,1.25,1,-1
2024-01-06 14:48:43,admin_1,view_player_profile,93.148.119.45,Success,14,51.0,1.1764705882352942,1,-1
2024-01-06 14:50:39,admin_1,reset_password,93.148.119.45,Success,14,116.0,0.5172413793103449,1,-1
2024-01-06 14:51:23,admin_1,reset_password,93.148.119.45,Success,14,44.0,1.3636363636363635,1,-1
2024-01-06 14:53:16,admin_1,reset_password,93.148.119.45,Success,14,113.0,0.5309734513274337,1,-1
2024-01-06 14:53:53,admin_1,view_player_profile,93.148.119.45,Success,14,37.0,1.6216216216216215,1,-1
2024-01-06 14:54:39,admin_1,view_player_profile,93.148.119.45,Success,14,46.0,1.3043478260869563,1,-1
2024-01-06 14:56:18,admin_1,reset_password,93.148.119.45,Success,14,99.0,0.6060606060606061,1,1
2024-01-06 14:57:26,admin_1,ban_player,93.148.119.45,Success,14,68.0,0.8823529411764706,1,1
2024-01-06 14:59:23,admin_1,view_player_profile,93.148.119.45,Success,14,117.0,0.5128205128205128,1,-1
2024-01-06 15:00:37,admin_1,view_player_profile,93.148.119.45,Success,15,74.0,0.8108108108108109,1,1
2024-01-06 15:01:26,admin_1,reset_password,93.148.119.45,Success,15,49.0,1.2244897959183674,1,1
2024-01-06 15:02:51,admin_1,view_player_profile,93.148.119.45,Success,15,85.0,0.7058823529411765,1,1
2024-01-06 15:04:32,admin_1,view_player_profile,93.148.119.45,Success,15,101.0,0.594059405940594,1,1
2024-01-06 15:05:03,admin_1,reset_password,93.148.119.45,Success,15,31.0,1.935483870967742,1,-1
2024-01-06 15:05:30,admin_1,view_player_profile,93.148.119.45,Success,15,27.0,2.2222222222222223,1,-1
2024-01-06 15:06:09,admin_1,reset_password,93.148.119.45,Success,15,39.0,1.5384615384615383,1,1
2024-01-06 15:06:56,admin_1,view_player_profile,93.148.119.45,Success,15,47.0,1.2765957446808511,1,-1
2024-01-06 15:07:19,admin_1,logout,93.148.119.45,Success,15,23.0,2.608695652173913,1,-1
2024-01-07 13:05:54,admin_1,login,140.60.192.112,Success,13,79115.0,0.0007583896859002,0,1
2024-01-07 13:07:49,admin_1,view_player_profile,140.60.192.112,Success,13,115.0,0.5217391304347826,0,1
2024-01-07 13:07:59,admin_1,reset_password,140.60.192.112,Success,13,10.0,6.0,0,1
2024-01-07 13:08:15,admin_1,reset_password,140.60.192.112,Success,13,16.0,3.75,0,1
2024-01-07 13:09:23,admin_1,view_player_profile,140.60.192.112,Success,13,68.0,0.8823529411764706,0,1
2024-01-07 13:10:49,admin_1,view_player_profile,140.60.192.112,Success,13,86.0,0.6976744186046512,0,1
2024-01-07 13:11:51,admin_1,reset_password,140.60.192.112,Success,13,62.0,0.967741935483871,0,1
2024-01-07 13:12:29,admin_1,reset_password,140.60.192.112,Success,13,38.0,1.5789473684210529,0,1
2024-01-07 13:13:44,admin_1,reset_password,140.60.192.112,Success,13,75.0,0.8,0,1
2024-01-07 13:14:44,admin_1,unban_player,140.60.192.112,Success,13,60.0,1.0,0,1
2024-01-07 13:15:20,admin_1,view_player_profile,140.60.192.112,Success,13,36.0,1.6666666666666667,0,1
2024-01-07 13:16:18,admin_1,view_player_profile,140.60.192.112,Success,13,58.0,1.0344827586206895,0,1
2024-01-07 13:16:42,admin_1,modify_currency,140.60.192.112,Success,13,24.0,2.5,0,1
2024-01-07 13:18:17,admin_1,reset_password,140.60.192.112,Success,13,95.0,0.631578947368421,0,1
2024-01-07 13:19:03,admin_1,view_player_profile,140.60.192.112,Success,13,46.0,1.3043478260869563,0,1
2024-01-07 13:20:59,admin_1,view_player_profile,140.60.192.112,Success,13,116.0,0.5172413793103449,0,1
2024-01-07 13:21:13,admin_1,unban_player,140.60.192.112,Success,13,14.0,4.285714285714286,0,1
2024-01-07 13:22:19,admin_1,view_player_profile,140.60.192.112,Success,13,66.0,0.9090909090909092,0,1
2024-01-07 13:22:43,admin_1,modify_currency,140.60.192.112,Success,13,24.0,2.5,0,1
2024-01-07 13:23:08,admin_1,view_player_profile,140.60.192.112,Success,13,25.0,2.4,0,1
2024-01-07 13:23:28,admin_1,view_player_profile,140.60.192.112,Success,13,20.0,3.0,0,1
2024-01-07 13:25:02,admin_1,unban_player,140.60.192.112,Success,13,94.0,0.6382978723404256,0,1
2024-01-07 13:26:04,admin_1,view_player_profile,140.60.192.112,Success,13,62.0,0.967741935483871,0,1
2024-01-07 13:27:07,admin_1,view_player_profile,140.60.192.112,Success,13,63.0,0.9523809523809524,0,1
2024-01-07 13:28:01,admin_1,view_player_profile,140.60.192.112,Success,13,54.0,1.1111111111111112,0,1
2024-01-07 13:29:42,admin_1,view_player_profile,140.60.192.112,Success,13,101.0,0.594059405940594,0,1
2024-01-07 13:30:58,admin_1,reset_password,140.60.192.112,Success,13,76.0,0.7894736842105263,0,1
2024-01-07 13:32:57,admin_1,modify_currency,140.60.192.112,Success,13,119.0,0.5042016806722689,0,1
2024-01-07 13:34:00,admin_1,reset_password,140.60.192.112,Success,13,63.0,0.9523809523809524,0,1
2024-01-07 13:35:09,admin_1,view_player_profile,140.60.192.112,Success,13,69.0,0.8695652173913043,0,1
2024-01-07 13:35:55,admin_1,modify_currency,140.60.192.112,Success,13,46.0,1.3043478260869563,0,1
2024-01-07 13:37:34,admin_1,reset_password,140.60.192.112,Success,13,99.0,0.6060606060606061,0,1
2024-01-07 13:38:18,admin_1,view_player_profile,140.60.192.112,Success,13,44.0,1.3636363636363635,0,1
2024-01-07 13:39:31,admin_1,view_player_profile,140.60.192.112,Success,13,73.0,0.821917808219178,0,1
2024-01-07 13:41:28,admin_1,view_player_profile,140.60.192.112,Success,13,117.0,0.5128205128205128,0,1
2024-01-07 13:41:55,admin_1,modify_currency,140.60.192.112,Success,13,27.0,2.2222222222222223,0,1
2024-01-07 13:43:53,admin_1,view_player_profile,140.60.192.112,Success,13,118.0,0.5084745762711864,0,1
2024-01-07 13:44:19,admin_1,view_player_profile,140.60.192.112,Success,13,26.0,2.3076923076923075,0,1
2024-01-07 13:45:44,admin_1,reset_password,140.60.192.112,Success,13,85.0,0.7058823529411765,0,1
2024-01-07 13:47:23,admin_1,view_player_profile,140.60.192.112,Success,13,99.0,0.6060606060606061,0,1
2024-01-07 13:47:35,admin_1,view_player_profile,140.60.192.112,Success,13,12.0,5.0,0,1
2024-01-07 13:48:03,admin_1,view_player_profile,140.60.192.112,Success,13,28.0,2.142857142857143,0,1
2024-01-07 13:48:35,admin_1,modify_currency,140.60.192.112,Success,13,32.0,1.875,0,1
2024-01-07 13:48:49,admin_1,reset_password,140.60.192.112,Success,13,14.0,4.285714285714286,0,1
2024-01-07 13:50:08,admin_1,view_player_profile,140.60.192.112,Success,13,79.0,0.759493670886076,0,1
2024-01-07 13:51:08,admin_1,reset_password,140.60.192.112,Success,13,60.0,1.0,0,1
2024-01-07 13:51:52,admin_1,view_player_profile,140.60.192.112,Success,13,44.0,1.3636363636363635,0,1
2024-01-07 13:53:32,admin_1,reset_password,140.60.192.112,Success,13,100.0,0.6,0,1
2024-01-07 13:53:49,admin_1,ban_player,140.60.192.112,Success,13,17.0,3.5294117647058822,0,1
2024-01-07 13:54:34,admin_1,view_player_profile,140.60.192.112,Success,13,45.0,1.3333333333333333,0,1
2024-01-07 13:55:29,admin_1,view_player_profile,140.60.192.112,Success,13,55.0,1.0909090909090908,0,1
2024-01-07 13:55:42,admin_1,ban_player,140.60.192.112,Success,13,13.0,4.615384615384615,0,1
2024-01-07 13:57:33,admin_1,view_player_profile,140.60.192.112,Success,13,111.0,0.5405405405405406,0,1
2024-01-07 13:58:42,admin_1,view_player_profile,140.60.192.112,Success,13,69.0,0.8695652173913043,0,1
2024-01-07 14:00:03,admin_1,view_player_profile,140.60.192.112,Success,14,81.0,0.7407407407407407,0,1
2024-01-07 14:01:19,admin_1,view_player_profile,140.60.192.112,Success,14,76.0,0.7894736842105263,0,1
2024-01-07 14:02:40,admin_1,logout,140.60.192.112,Success,14,81.0,0.7407407407407407,0,1
2024-01-08 14:44:42,admin_1,login,140.60.192.112,Success,14,88922.0,0.0006747486561255,0,1
2024-01-08 14:45:56,admin_1,reset_password,140.60.192.112,Success,14,74.0,0.8108108108108109,0,1
2024-01-08 14:46:08,admin_1,view_player_profile,140.60.192.112,Success,14,12.0,5.0,0,1
2024-01-08 14:46:42,admin_1,reset_password,140.60.192.112,Success,14,34.0,1.7647058823529411,0,1
2024-01-08 14:48:26,admin_1,view_player_profile,140.60.192.112,Success,14,104.0,0.5769230769230769,0,1
2024-01-08 14:49:59,admin_1,reset_password,140.60.192.112,Success,14,93.0,0.6451612903225806,0,1
